fr,gloss,category
Qui a inventé le rugby ?,RUGBY INVENTER QUI,questions_qui_que
Que fais-tu pour éviter les crampes ?,CRAMPE ÉVITER IX-2 FAIRE QUOI,questions_qui_que
Qui a gagné la compétition de natation en eau libre ?,COMPÉTITION NATATION EAU LIBRE GAGNER QUI,questions_qui_que
Quelle est ta routine de course à pied ?,POSS-2 ROUTINE COURSE PIED QUOI,questions_qui_que
Qui a gagné la partie de cartes hier soir ?,CARTES HIER SOIR GAGNER QUI,questions_qui_que
Avec qui tu joues aux échecs ?,ÉCHEC IX-2 JOUER QUI,questions_qui_que
"Que préfères-tu, le football ou le basket ?",FOOTBALL BASKET PRÉFÉRER QUOI,questions_qui_que
Quels jeux de société tu aimes ?,JEUX SOCIÉTÉ AIMER QUOI,questions_qui_que
Qui a inventé ce jeu vidéo ?,JEU VIDÉO INVENTER QUI,questions_qui_que
Que fais-tu pendant les vacances ?,VACANCES FAIRE QUOI,questions_qui_que
Avec qui tu regardes les matchs de football ?,MATCH FOOTBALL REGARDER QUI,questions_qui_que
Que fais-tu le week-end ?,WEEK-END FAIRE QUOI,questions_qui_que
Qui a gagné le tournoi de tennis ?,TOURNOI TENNIS GAGNER QUI,questions_qui_que
Quels sports tu pratiques ?,SPORT PRATIQUER QUOI,questions_qui_que
Avec qui tu vas au concert ?,CONCERT ALLER QUI,questions_qui_que
Quel est ton jeu préféré ?,JEU PRÉFÉRÉ QUOI,questions_qui_que
Qui a organisé la fête ?,FÊTE ORGANISER QUI,questions_qui_que
Que fais-tu pendant les vacances d'été ?,VACANCES ÉTÉ FAIRE QUOI,questions_qui_que
Avec qui tu joues au poker ?,POKER JOUER QUI,questions_qui_que
Que fais-tu le soir ?,SOIR FAIRE QUOI,questions_qui_que
Qui a gagné le concours de danse ?,CONCOURS DANSE GAGNER QUI,questions_qui_que
Quels jeux tu aimes ?,JEU AIMER QUOI,questions_qui_que
Avec qui tu vas au cinéma ?,CINÉMA ALLER QUI,questions_qui_que
Que fais-tu pour t'amuser ?,AMUSER FAIRE QUOI,questions_qui_que
Qui a gagné le tournoi de ping-pong ?,TOURNOI PING-PONG GAGNER QUI,questions_qui_que
Quels sports tu aimes ?,SPORT AIMER QUOI,questions_qui_que
Avec qui tu vas à la fête ?,FÊTE ALLER QUI,questions_qui_que
Que fais-tu le samedi soir ?,SAMEDI SOIR FAIRE QUOI,questions_qui_que
Qui a gagné le concours de chant ?,CONCOURS CHANT GAGNER QUI,questions_qui_que
Quels films tu aimes ?,FILM AIMER QUOI,questions_qui_que
Avec qui tu vas au parc ?,PARC ALLER QUI,questions_qui_que
Que fais-tu le dimanche ?,DIMANCHE FAIRE QUOI,questions_qui_que
Qui a gagné le tournoi de badminton ?,TOURNOI BADMINTON GAGNER QUI,questions_qui_que
Avec qui tu vas au stade ?,STADE ALLER QUI,questions_qui_que
Que fais-tu le vendredi soir ?,VENDREDI SOIR FAIRE QUOI,questions_qui_que
Quel est ton acteur préféré ?,ACTEUR PRÉFÉRÉ QUOI,questions_qui_que
Qui a gagné le concours de dessin ?,CONCOURS DESSIN GAGNER QUI,questions_qui_que
Quels livres tu aimes ?,LIVRE AIMER QUOI,questions_qui_que
Avec qui tu vas au théâtre ?,THÉÂTRE ALLER QUI,questions_qui_que
Que fais-tu le mercredi ?,MERCREDI FAIRE QUOI,questions_qui_que
Qui a gagné le tournoi de golf ?,TOURNOI GOLF GAGNER QUI,questions_qui_que
Quels jeux tu pratiques ?,JEU PRATIQUER QUOI,questions_qui_que
Que fais-tu le jeudi soir ?,JEUDI SOIR FAIRE QUOI,questions_qui_que
Qui a gagné le concours de cuisine ?,CONCOURS CUISINE GAGNER QUI,questions_qui_que
Qui a écrit ce roman captivant ?,ROMAIN CAPTIVANT ÉCRIRE QUI,questions_qui_que
Que penses-tu de cette nouvelle pièce de théâtre ?,PIÈCE THÉÂTRE NOUVELLE PENSER IX-2 QUOI,questions_qui_que
Quel est le titre de ton livre préféré ?,POSS-2 LIVRE PRÉFÉRÉ TITRE QUOI,questions_qui_que
Qui a illustré ces magnifiques gravures anciennes ?,GRAVURE ANCIENNE MAGNIFIQUE ILLUSTRER QUI,questions_qui_que
Que lis-tu en ce moment ?,MOMENT IX-2 LIRE QUOI,questions_qui_que
Quel auteur contemporain admirez-vous le plus ?,AUTEUR CONTEMPORAIN ADMIRER IX-2-PL QUOI,questions_qui_que
Qui a traduit ce poème en français ?,POÈME TRADUIRE QUI,questions_qui_que
Que signifie ce passage complexe du texte ?,TEXTE PASSAGE COMPLEXE SIGNIFIER QUOI,questions_qui_que
Quel est le thème principal de cette œuvre littéraire ?,ŒUVRE LITTÉRAIRE THÈME PRINCIPAL QUOI,questions_qui_que
Qui a composé cette symphonie célèbre ?,SYMPHONIE CÉLÈBRE COMPOSER QUI,questions_qui_que
Que représente cette métaphore dans le roman ?,ROMAN MÉTAPHORE REPRÉSENTER QUOI,questions_qui_que
Quel est le nom de l'éditeur de ce magazine littéraire ?,MAGAZINE LITTÉRAIRE ÉDITEUR NOM QUOI,questions_qui_que
Qui a dirigé cette adaptation cinématographique du livre ?,LIVRE ADAPTATION CINÉMATOGRAPHIQUE DIRIGER QUI,questions_qui_que
Que symbolise cette allégorie dans le poème ?,POÈME ALLÉGORIE SYMBOLISER QUOI,questions_qui_que
Quel est le genre littéraire de ce roman ?,ROMAN GENRE LITTÉRAIRE QUOI,questions_qui_que
Qui a conçu la couverture de ce livre ?,LIVRE COUVERTURE CONCEVOIR QUI,questions_qui_que
Que raconte cette légende ancienne ?,LÉGENDE ANCIENNE RACONTER QUOI,questions_qui_que
"Hier, j'ai pris le train pour la première fois.",HIER IX-1 TRAIN PRENDRE PREMIÈRE FOIS,temps_passe
"La semaine dernière, tu as conduit une voiture de course.",SEMAINE DERNIÈRE IX-2 VOITURE COURSE CONDUIRE,temps_passe
"Il y a un mois, il a acheté un vélo électrique.",UN MOIS AVANT IX-3 VÉLO ÉLECTRIQUE ACHETER,temps_passe
"Avant-hier, nous avons raté notre vol.",AVANT-HIER IX-1-PL VOL RATER,temps_passe
"L'année dernière, vous avez fait un long voyage en train.",ANNÉE DERNIÈRE IX-2-PL TRAIN VOYAGE LONG FAIRE,temps_passe
"Il y a deux jours, elles ont pris le bus pour aller à l'école.",DEUX JOUR AVANT IX-3-PL BUS PRENDRE ÉCOLE ALLER,temps_passe
"La dernière fois, j'ai conduit une moto.",DERNIÈRE FOIS IX-1 MOTO CONDUIRE,temps_passe
"Il y a trois semaines, tu as réparé ta bicyclette.",TROIS SEMAINE AVANT IX-2 BICYCLETTE RÉPARER,temps_passe
"Hier soir, nous avons vu un accident de voiture.",HIER SOIR IX-1-PL VOITURE ACCIDENT VOIR,temps_passe
"La semaine dernière, ils ont loué une voiture.",SEMAINE DERNIÈRE IX-3-PL VOITURE LOUER,temps_passe
"Il y a un an, j'ai appris à conduire.",UN AN AVANT IX-1 CONDUIRE APPRENDRE,temps_passe
"Avant-hier, tu as eu un accident de vélo.",AVANT-HIER IX-2 VÉLO ACCIDENT AVOIR,temps_passe
"Il y a deux mois, nous avons pris l'avion pour la première fois.",DEUX MOIS AVANT IX-1-PL AVION PRENDRE PREMIÈRE FOIS,temps_passe
"La dernière fois, vous avez conduit un camion.",DERNIÈRE FOIS IX-2-PL CAMION CONDUIRE,temps_passe
"Il y a trois jours, elles ont raté le train.",TROIS JOUR AVANT IX-3-PL TRAIN RATER,temps_passe
"Hier, j'ai vu un accident de bus.",HIER IX-1 BUS ACCIDENT VOIR,temps_passe
"La semaine dernière, tu as pris le métro pour la première fois.",SEMAINE DERNIÈRE IX-2 MÉTRO PRENDRE PREMIÈRE FOIS,temps_passe
"Il y a un mois, il a eu un accident de moto.",UN MOIS AVANT IX-3 MOTO ACCIDENT AVOIR,temps_passe
"Avant-hier, nous avons conduit une voiture de course.",AVANT-HIER IX-1-PL VOITURE COURSE CONDUIRE,temps_passe
"L'année dernière, vous avez pris le train pour aller à Paris.",ANNÉE DERNIÈRE IX-2-PL TRAIN PRENDRE PARIS ALLER,temps_passe
"Il y a deux jours, elles ont réparé leur vélo.",DEUX JOUR AVANT IX-3-PL VÉLO RÉPARER,temps_passe
"La dernière fois, j'ai conduit un camion.",DERNIÈRE FOIS IX-1 CAMION CONDUIRE,temps_passe
"Il y a trois semaines, tu as pris l'avion pour la première fois.",TROIS SEMAINE AVANT IX-2 AVION PRENDRE PREMIÈRE FOIS,temps_passe
"Hier soir, nous avons vu un accident de moto.",HIER SOIR IX-1-PL MOTO ACCIDENT VOIR,temps_passe
"La semaine dernière, ils ont loué une bicyclette.",SEMAINE DERNIÈRE IX-3-PL BICYCLETTE LOUER,temps_passe
"Il y a un an, j'ai eu un accident de voiture.",UN AN AVANT IX-1 VOITURE ACCIDENT AVOIR,temps_passe
"Avant-hier, tu as pris le bus pour aller à l'école.",AVANT-HIER IX-2 BUS PRENDRE ÉCOLE ALLER,temps_passe
"Il y a deux mois, nous avons conduit une voiture de course.",DEUX MOIS AVANT IX-1-PL VOITURE COURSE CONDUIRE,temps_passe
"La dernière fois, vous avez pris le train pour aller à Lyon.",DERNIÈRE FOIS IX-2-PL TRAIN PRENDRE LYON ALLER,temps_passe
"Il y a trois jours, elles ont vu un accident de bus.",TROIS JOUR AVANT IX-3-PL BUS ACCIDENT VOIR,temps_passe
"Hier, j'ai conduit une moto pour la première fois.",HIER IX-1 MOTO CONDUIRE PREMIÈRE FOIS,temps_passe
"La semaine dernière, tu as réparé ta voiture.",SEMAINE DERNIÈRE IX-2 VOITURE RÉPARER,temps_passe
"Il y a un mois, il a pris le métro pour la première fois.",UN MOIS AVANT IX-3 MÉTRO PRENDRE PREMIÈRE FOIS,temps_passe
"Avant-hier, nous avons eu un accident de vélo.",AVANT-HIER IX-1-PL VÉLO ACCIDENT AVOIR,temps_passe
"L'année dernière, vous avez conduit un camion.",ANNÉE DERNIÈRE IX-2-PL CAMION CONDUIRE,temps_passe
"Il y a deux jours, elles ont pris l'avion pour aller à Marseille.",DEUX JOUR AVANT IX-3-PL AVION PRENDRE MARSEILLE ALLER,temps_passe
"La dernière fois, j'ai pris le bus pour aller à l'école.",DERNIÈRE FOIS IX-1 BUS PRENDRE ÉCOLE ALLER,temps_passe
"Il y a trois semaines, tu as conduit une voiture de course.",TROIS SEMAINE AVANT IX-2 VOITURE COURSE CONDUIRE,temps_passe
"Hier soir, nous avons vu un accident de train.",HIER SOIR IX-1-PL TRAIN ACCIDENT VOIR,temps_passe
"La semaine dernière, ils ont loué une moto.",SEMAINE DERNIÈRE IX-3-PL MOTO LOUER,temps_passe
"Il y a un an, j'ai pris le train pour aller à Bordeaux.",UN AN AVANT IX-1 TRAIN PRENDRE BORDEAUX ALLER,temps_passe
"Avant-hier, tu as réparé ton vélo.",AVANT-HIER IX-2 VÉLO RÉPARER,temps_passe
"Il y a deux mois, nous avons conduit une moto.",DEUX MOIS AVANT IX-1-PL MOTO CONDUIRE,temps_passe
"La dernière fois, vous avez pris le métro pour aller à Nice.",DERNIÈRE FOIS IX-2-PL MÉTRO PRENDRE NICE ALLER,temps_passe
"Il y a trois jours, elles ont vu un accident de train.",TROIS JOUR AVANT IX-3-PL TRAIN ACCIDENT VOIR,temps_passe
"Hier, j'ai conduit un camion pour la première fois.",HIER IX-1 CAMION CONDUIRE PREMIÈRE FOIS,temps_passe
"La semaine dernière, tu as loué une bicyclette.",SEMAINE DERNIÈRE IX-2 BICYCLETTE LOUER,temps_passe
"Il y a un mois, il a pris le train pour aller à Toulouse.",UN MOIS AVANT IX-3 TRAIN PRENDRE TOULOUSE ALLER,temps_passe
"Avant-hier, nous avons eu un accident de voiture.",AVANT-HIER IX-1-PL VOITURE ACCIDENT AVOIR,temps_passe
"Hier, j'ai réparé ma chaise.",HIER IX-1 CHAISE RÉPARER,temps_passe
"La semaine dernière, tu as peint le mur.",SEMAINE DERNIÈRE IX-2 MUR PEINDRE,temps_passe
"Il y a un mois, il a changé la serrure.",UN MOIS AVANT IX-3 SERRURE CHANGER,temps_passe
Nous avons installé une étagère hier.,HIER IX-1-PL ÉTAGÈRE INSTALLER,temps_passe
Vous avez utilisé une perceuse pour la première fois la semaine dernière.,SEMAINE DERNIÈRE IX-2-PL PERCEUSE UTILISER PREMIÈRE FOIS,temps_passe
Elles ont réparé le robinet il y a deux jours.,DEUX JOUR AVANT IX-3-PL ROBINET RÉPARER,temps_passe
"Il y a trois semaines, j'ai acheté des outils.",TROIS SEMAINE AVANT IX-1 OUTIL ACHETER,temps_passe
Tu as poncé le bois hier.,HIER IX-2 BOIS PONCER,temps_passe
Nous avons vissé les planches la semaine dernière.,SEMAINE DERNIÈRE IX-1-PL PLANCHE VISSER,temps_passe
Vous avez scié le bois il y a un mois.,UN MOIS AVANT IX-2-PL BOIS SCIER,temps_passe
Ils ont collé les morceaux hier.,HIER IX-3-PL MORCEAU COLLER,temps_passe
Elle a percé un trou dans le mur la semaine dernière.,SEMAINE DERNIÈRE IX-3 MUR TROU PERCER,temps_passe
J'ai martelé le clou il y a deux jours.,DEUX JOUR AVANT IX-1 CLOU MARTELER,temps_passe
Tu as enlevé la peinture hier.,HIER IX-2 PEINTURE ENLEVER,temps_passe
Nous avons cloué les planches la semaine dernière.,SEMAINE DERNIÈRE IX-1-PL PLANCHE CLOUER,temps_passe
Vous avez poncé la surface il y a un mois.,UN MOIS AVANT IX-2-PL SURFACE PONCER,temps_passe
Ils ont vissé les vis hier.,HIER IX-3-PL VIS VISSER,temps_passe
Elle a percé un trou dans le bois la semaine dernière.,SEMAINE DERNIÈRE IX-3 BOIS TROU PERCER,temps_passe
"Avant, je détestais l'histoire.",AVANT IX-1 HISTOIRE DÉTESTER,temps_passe
"La semaine dernière, j'ai visité un musée.",SEMAINE DERNIÈRE IX-1 MUSÉE VISITER,temps_passe
"Il y a dix ans, j'ai lu un livre passionnant.",DIX AN AVANT IX-1 LIVRE LIRE PASSIONNANT,temps_passe
"Hier, nous avons découvert un nouveau film.",HIER IX-1-PL FILM NOUVEAU DÉCOUVRIR,temps_passe
"La dernière fois, j'ai adoré ce spectacle.",DERNIER FOIS IX-1 SPECTACLE ADORER,temps_passe
"Il y a longtemps, j'ai vu cette pièce de théâtre.",LONGTEMPS AVANT IX-1 PIÈCE THÉÂTRE VOIR,temps_passe
"Avant-hier, j'ai écouté un concert.",AVANT-HIER IX-1 CONCERT ÉCOUTER,temps_passe
"La semaine dernière, nous avons célébré un anniversaire.",SEMAINE DERNIÈRE IX-1-PL ANNIVERSAIRE CÉLÉBRER,temps_passe
"Il y a un mois, j'ai acheté un livre.",UN MOIS AVANT IX-1 LIVRE ACHETER,temps_passe
"Hier, j'ai appris une nouvelle langue.",HIER IX-1 LANGUE NOUVELLE APPRENDRE,temps_passe
"La dernière fois, j'ai vu un film d'horreur.",DERNIER FOIS IX-1 FILM HORREUR VOIR,temps_passe
"Il y a deux semaines, j'ai visité un château.",DEUX SEMAINE AVANT IX-1 CHÂTEAU VISITER,temps_passe
"Avant, je n'aimais pas la peinture.",AVANT IX-1 PEINTURE AIMER PAS,temps_passe
"La semaine dernière, j'ai entendu une chanson.",SEMAINE DERNIÈRE IX-1 CHANSON ENTENDRE,temps_passe
"Il y a trois jours, j'ai vu un documentaire.",TROIS JOUR AVANT IX-1 DOCUMENTAIRE VOIR,temps_passe
"Hier, j'ai adoré ce livre.",HIER IX-1 LIVRE ADORER,temps_passe
"La dernière fois, j'ai vu un film comique.",DERNIER FOIS IX-1 FILM COMIQUE VOIR,temps_passe
"Il y a un an, j'ai visité un musée.",UN AN AVANT IX-1 MUSÉE VISITER,temps_passe
"La semaine dernière, j'ai célébré un anniversaire.",SEMAINE DERNIÈRE IX-1 ANNIVERSAIRE CÉLÉBRER,temps_passe
"Hier, j'ai prié à la mosquée.",HIER IX-1 MOSQUÉE PRIER,temps_passe
"La semaine dernière, tu as lu la Bible.",SEMAINE DERNIÈRE IX-2 BIBLE LIRE,temps_passe
"Il y a trois ans, il a visité le Vatican.",TROIS AN AVANT IX-3 VATICAN VISITER,temps_passe
"L'année dernière, nous avons participé à un pèlerinage.",ANNÉE DERNIÈRE IX-1-PL PÈLERINAGE PARTICIPER,temps_passe
"Il y a deux mois, elle a médité dans un temple.",DEUX MOIS AVANT IX-3 TEMPLE MÉDITER,temps_passe
"Hier soir, vous avez assisté à une cérémonie.",HIER SOIR IX-2-PL CÉRÉMONIE ASSISTER,temps_passe
"La semaine dernière, ils ont chanté des psaumes.",SEMAINE DERNIÈRE IX-3-PL PSAUME CHANTER,temps_passe
"Il y a un an, j'ai rencontré un moine.",UN AN AVANT IX-1 MOINE RENCONTRER,temps_passe
"L'année dernière, tu as offert des dons à l'église.",ANNÉE DERNIÈRE IX-2 ÉGLISE DON OFFRIR,temps_passe
"Il y a six mois, nous avons célébré Pâques.",SIX MOIS AVANT IX-1-PL PÂQUES CÉLÉBRER,temps_passe
"Hier, il a jeûné pendant une journée.",HIER IX-3 JOURNÉE JEÛNER,temps_passe
"La semaine dernière, elle a allumé des bougies.",SEMAINE DERNIÈRE IX-3 BOUGIE ALLUMER,temps_passe
"Il y a quatre ans, j'ai fait un vœu.",QUATRE AN AVANT IX-1 VŒU FAIRE,temps_passe
"L'année dernière, vous avez prié pour la paix.",ANNÉE DERNIÈRE IX-2-PL PAIX PRIER,temps_passe
"Il y a deux semaines, ils ont organisé une retraite spirituelle.",DEUX SEMAINE AVANT IX-3-PL RETRAITE SPIRITUELLE ORGANISER,temps_passe
"Hier, tu as participé à un baptême.",HIER IX-2 BAPTÊME PARTICIPER,temps_passe
"La semaine dernière, nous avons visité un monastère.",SEMAINE DERNIÈRE IX-1-PL MONASTÈRE VISITER,temps_passe
"Il y a trois mois, elle a lu des textes sacrés.",TROIS MOIS AVANT IX-3 TEXTE SACRÉ LIRE,temps_passe
"L'année dernière, il a fait un don à une association caritative.",ANNÉE DERNIÈRE IX-3 ASSOCIATION CARITATIVE DON FAIRE,temps_passe
"Il y a un an, j'ai assisté à une messe.",UN AN AVANT IX-1 MESSE ASSISTER,temps_passe
"Hier, vous avez médité dans un jardin.",HIER IX-2-PL JARDIN MÉDITER,temps_passe
"La semaine dernière, ils ont prié ensemble.",SEMAINE DERNIÈRE IX-3-PL ENSEMBLE PRIER,temps_passe
"Il y a deux ans, tu as lu le Coran.",DEUX AN AVANT IX-2 CORAN LIRE,temps_passe
"L'année dernière, nous avons célébré Noël.",ANNÉE DERNIÈRE IX-1-PL NOËL CÉLÉBRER,temps_passe
"Il y a six mois, elle a fait une prière.",SIX MOIS AVANT IX-3 PRIÈRE FAIRE,temps_passe
"Hier, il a visité une synagogue.",HIER IX-3 SYNAGOGUE VISITER,temps_passe
"La semaine dernière, vous avez chanté des hymnes.",SEMAINE DERNIÈRE IX-2-PL HYMNE CHANTER,temps_passe
"Il y a quatre ans, j'ai participé à un rituel.",QUATRE AN AVANT IX-1 RITUEL PARTICIPER,temps_passe
"L'année dernière, ils ont offert des fleurs à la déesse.",ANNÉE DERNIÈRE IX-3-PL DÉESSE FLEUR OFFRIR,temps_passe
"Il y a deux semaines, tu as médité dans un sanctuaire.",DEUX SEMAINE AVANT IX-2 SANCTUAIRE MÉDITER,temps_passe
"Hier, nous avons prié pour les malades.",HIER IX-1-PL MALADE PRIER,temps_passe
"La semaine dernière, elle a lu des proverbes.",SEMAINE DERNIÈRE IX-3 PROVERBE LIRE,temps_passe
"Il y a trois ans, il a fait un pèlerinage.",TROIS AN AVANT IX-3 PÈLERINAGE FAIRE,temps_passe
"L'année dernière, vous avez célébré la fête des morts.",ANNÉE DERNIÈRE IX-2-PL FÊTE MORT CÉLÉBRER,temps_passe
"Il y a un mois, j'ai visité un temple bouddhiste.",UN MOIS AVANT IX-1 TEMPLE BOUDDHISTE VISITER,temps_passe
"Hier, tu as prié pour la paix mondiale.",HIER IX-2 PAIX MONDIALE PRIER,temps_passe
"La semaine dernière, ils ont chanté des mantras.",SEMAINE DERNIÈRE IX-3-PL MANTRA CHANTER,temps_passe
"Il y a deux ans, nous avons fait un don à une église.",DEUX AN AVANT IX-1-PL ÉGLISE DON FAIRE,temps_passe
"L'année dernière, elle a participé à une cérémonie de mariage.",ANNÉE DERNIÈRE IX-3 CÉRÉMONIE MARIAGE PARTICIPER,temps_passe
"Il y a six mois, j'ai lu des textes religieux.",SIX MOIS AVANT IX-1 TEXTE RELIGIEUX LIRE,temps_passe
"Hier, vous avez médité dans un lieu sacré.",HIER IX-2-PL LIEU SACRÉ MÉDITER,temps_passe
"La semaine dernière, ils ont prié pour les défunts.",SEMAINE DERNIÈRE IX-3-PL DÉFUNT PRIER,temps_passe
"Il y a quatre ans, tu as visité un lieu de culte.",QUATRE AN AVANT IX-2 LIEU CULTE VISITER,temps_passe
"L'année dernière, nous avons célébré la fête de l'Aïd.",ANNÉE DERNIÈRE IX-1-PL FÊTE AÏD CÉLÉBRER,temps_passe
"Il y a trois mois, elle a fait une offrande.",TROIS MOIS AVANT IX-3 OFFRANDE FAIRE,temps_passe
"Hier, il a prié pour la guérison.",HIER IX-3 GUÉRISON PRIER,temps_passe
"La semaine dernière, vous avez chanté des chants grégoriens.",SEMAINE DERNIÈRE IX-2-PL CHANT GRÉGORIEN CHANTER,temps_passe
"Il y a deux ans, j'ai participé à une veillée.",DEUX AN AVANT IX-1 VEILLÉE PARTICIPER,temps_passe
"L'année dernière, ils ont célébré la fête de Hanoukka.",ANNÉE DERNIÈRE IX-3-PL FÊTE HANOUKKA CÉLÉBRER,temps_passe
"Il y a un mois, tu as lu des prières.",UN MOIS AVANT IX-2 PRIÈRE LIRE,temps_passe
"La semaine dernière, j'ai joué au football.",SEMAINE DERNIÈRE IX-1 FOOTBALL JOUER,temps_passe
"Il y a un mois, tu as commencé la musculation.",UN MOIS AVANT IX-2 MUSCULATION COMMENCER,temps_passe
"Hier, nous avons fait du vélo.",HIER IX-1-PL VÉLO FAIRE,temps_passe
"La dernière fois, ils ont gagné le match.",DERNIÈRE FOIS IX-3-PL MATCH GAGNER,temps_passe
"Il y a deux semaines, j'ai couru un marathon.",DEUX SEMAINE AVANT IX-1 MARATHON COURIR,temps_passe
"Avant-hier, tu as nagé dans la piscine.",AVANT-HIER IX-2 PISCINE NAGER,temps_passe
"La semaine dernière, nous avons joué au tennis.",SEMAINE DERNIÈRE IX-1-PL TENNIS JOUER,temps_passe
"Il y a trois jours, il a fait du skate.",TROIS JOUR AVANT IX-3 SKATE FAIRE,temps_passe
"Hier soir, vous avez fait de la boxe.",HIER SOIR IX-2-PL BOXE FAIRE,temps_passe
"La dernière fois, j'ai fait du yoga.",DERNIÈRE FOIS IX-1 YOGA FAIRE,temps_passe
"Il y a un an, tu as commencé à faire du fitness.",UN AN AVANT IX-2 FITNESS COMMENCER,temps_passe
"La semaine dernière, nous avons joué au basket.",SEMAINE DERNIÈRE IX-1-PL BASKET JOUER,temps_passe
"Il y a deux jours, il a fait du surf.",DEUX JOUR AVANT IX-3 SURF FAIRE,temps_passe
"Hier, vous avez fait du vélo.",HIER IX-2-PL VÉLO FAIRE,temps_passe
"La dernière fois, j'ai joué au ping-pong.",DERNIÈRE FOIS IX-1 PING-PONG JOUER,temps_passe
"Il y a trois semaines, tu as fait du ski.",TROIS SEMAINE AVANT IX-2 SKI FAIRE,temps_passe
"Avant-hier, nous avons joué au volley.",AVANT-HIER IX-1-PL VOLLEY JOUER,temps_passe
"La semaine dernière, ils ont fait du roller.",SEMAINE DERNIÈRE IX-3-PL ROLLER FAIRE,temps_passe
"Il y a un mois, j'ai fait du jogging.",UN MOIS AVANT IX-1 JOGGING FAIRE,temps_passe
"Hier, tu as joué au golf.",HIER IX-2 GOLF JOUER,temps_passe
"La dernière fois, nous avons fait du patinage.",DERNIÈRE FOIS IX-1-PL PATINAGE FAIRE,temps_passe
"Il y a deux jours, il a fait du hockey.",DEUX JOUR AVANT IX-3 HOCKEY FAIRE,temps_passe
"Avant-hier, vous avez joué au badminton.",AVANT-HIER IX-2-PL BADMINTON JOUER,temps_passe
"La semaine dernière, j'ai fait du canoë.",SEMAINE DERNIÈRE IX-1 CANOË FAIRE,temps_passe
"Il y a trois jours, tu as fait du parachutisme.",TROIS JOUR AVANT IX-2 PARACHUTISME FAIRE,temps_passe
"Hier, nous avons joué au rugby.",HIER IX-1-PL RUGBY JOUER,temps_passe
"La dernière fois, ils ont fait du kayak.",DERNIÈRE FOIS IX-3-PL KAYAK FAIRE,temps_passe
"Il y a un an, j'ai fait du surf.",UN AN AVANT IX-1 SURF FAIRE,temps_passe
"Avant-hier, tu as joué au baseball.",AVANT-HIER IX-2 BASEBALL JOUER,temps_passe
"La semaine dernière, nous avons fait du ski nautique.",SEMAINE DERNIÈRE IX-1-PL SKI NAUTIQUE FAIRE,temps_passe
"Il y a deux semaines, il a fait du parapente.",DEUX SEMAINE AVANT IX-3 PARAPENTE FAIRE,temps_passe
"Hier, vous avez joué au handball.",HIER IX-2-PL HANDBALL JOUER,temps_passe
"La dernière fois, j'ai fait du vélo.",DERNIÈRE FOIS IX-1 VÉLO FAIRE,temps_passe
"Il y a trois jours, tu as fait du roller.",TROIS JOUR AVANT IX-2 ROLLER FAIRE,temps_passe
"Avant-hier, nous avons joué au football.",AVANT-HIER IX-1-PL FOOTBALL JOUER,temps_passe
"La semaine dernière, ils ont fait du jogging.",SEMAINE DERNIÈRE IX-3-PL JOGGING FAIRE,temps_passe
"Il y a un mois, j'ai joué au tennis.",UN MOIS AVANT IX-1 TENNIS JOUER,temps_passe
"Hier, tu as fait du ski.",HIER IX-2 SKI FAIRE,temps_passe
"La dernière fois, nous avons fait du yoga.",DERNIÈRE FOIS IX-1-PL YOGA FAIRE,temps_passe
"Il y a deux jours, il a joué au golf.",DEUX JOUR AVANT IX-3 GOLF JOUER,temps_passe
"Avant-hier, vous avez fait du badminton.",AVANT-HIER IX-2-PL BADMINTON FAIRE,temps_passe
"La semaine dernière, j'ai fait du surf.",SEMAINE DERNIÈRE IX-1 SURF FAIRE,temps_passe
"Il y a trois semaines, tu as joué au ping-pong.",TROIS SEMAINE AVANT IX-2 PING-PONG JOUER,temps_passe
"Hier, nous avons fait du roller.",HIER IX-1-PL ROLLER FAIRE,temps_passe
"La dernière fois, ils ont fait du ski.",DERNIÈRE FOIS IX-3-PL SKI FAIRE,temps_passe
"Il y a un an, j'ai joué au football.",UN AN AVANT IX-1 FOOTBALL JOUER,temps_passe
"Avant-hier, tu as fait du jogging.",AVANT-HIER IX-2 JOGGING FAIRE,temps_passe
"Il y a deux jours, il a fait du tennis.",DEUX JOUR AVANT IX-3 TENNIS FAIRE,temps_passe
"Hier, vous avez joué au golf.",HIER IX-2-PL GOLF JOUER,temps_passe
"Hier, j'ai visité un musée fascinant.",HIER IX-1 MUSÉE VISITER FASCINANT,temps_passe
"La semaine dernière, nous avons exploré une forêt mystérieuse.",SEMAINE DERNIÈRE IX-1-PL FORÊT EXPLORER MYSTÉRIEUSE,temps_passe
"Il y a un mois, tu as découvert une plage paradisiaque.",UN MOIS AVANT IX-2 PLAGE PARADISIAQUE DÉCOUVRIR,temps_passe
"Avant-hier, elle a rencontré un guide touristique passionnant.",AVANT-HIER IX-3 GUIDE TOURISTIQUE PASSIONNANT RENCONTRER,temps_passe
"L'année dernière, ils ont voyagé en avion pour la première fois.",ANNÉE DERNIÈRE IX-3-PL AVION VOYAGER PREMIÈRE FOIS,temps_passe
"Il y a deux jours, nous avons pris le train pour Paris.",DEUX JOUR AVANT IX-1-PL TRAIN PRENDRE PARIS,temps_passe
"La dernière fois, j'ai goûté une spécialité locale délicieuse.",DERNIÈRE FOIS IX-1 SPÉCIALITÉ LOCALE DÉLICIEUX GOÛTER,temps_passe
