fr,gloss,category
Est-ce que tu as un casier ?,IX-2 CASIER ?,questions_fermees
J'ai plus de chèques que toi.,IX-1 CHÈQUE IX-2 PLUS AVOIR,comparaisons
Est-ce que tu as un bureau en bois de noyer américain ?,IX-2 BUREAU BOIS-DE-NOYER-AMÉRICAIN ?,questions_fermees
Notre bibliothèque est grande.,POSS-1-PL BIBLIOTHÈQUE GRAND,possessifs
"Dans trois jours, tu iras à l'école.",TROIS JOUR+ PROCHAIN IX-2 ÉCOLE ALLER,temps
Vous rangez les chaussures dans l'entrée.,IX-2-PL CHAUSSURE+ ENTRÉE RANGER,pronoms_vous_ils
Les citoyens ont manifesté pour plus de justice sociale.,CITOYEN+ JUSTICE SOCIAL MANIFESTER,loisirs_sport
"Dans quelques jours, je vais écouter un concert de blues.",JOURS PROCHAINS IX-1 CONCERT BLUES ÉCOUTER,temps_futur
Elle est joyeuse de voir les étoiles.,ÉTOILE VOIR IX-3 JOYEUX,sentiments_emotions
Il a décidé de se marier avec sa petite amie.,IX-3 DÉCIDER MARIER PETITE-AMIE,famille
Les feuilles mortes sont tombées.,FEUILLE MORTE TOMBER,meteo_nature
Nous allons ranger ensemble.,ENSEMBLE RANGER IX-1-PL ALLER,education
Tu es fasciné par cette série.,IX-2 FASCINÉ SÉRIE,adjectifs_etat_emotion
Les dauphins nagent rapidement dans l'océan.,DAUPHIN+ OCEAN NAGER RAPIDEMENT,animaux
"Dans un mois, tu nourriras les girafes.",MOIS IX-2 GIRAFE NOURRIR,temps_futur
Elle aime danser.,IX-3 DANCER AIMER,vie_quotidienne
C'est le livre le plus captivant que j'ai lu.,LIVRE PLUS CAPTIVANT,comparaisons
Elle est impatiente de voir ses amis.,IX-3 AMI VOIR IMPATIENT,adjectifs_etat_emotion
"Tu as un compte épargne entreprise, pourtant tu ne l'utilises pas.",IX-2 COMPTE ÉPARGNE ENTREPRISE MAIS UTILISER PAS,phrases_complexes_mais
Elle a fini son livre rapidement parce qu'elle était motivée.,IX-3 MOTIVÉ DONC LIVRE FINIR RAPIDE,cause_consequence
Il range sa chambre.,IX-3 CHAMBRE RANGER,phrases_simples
Elle a écouté un opéra en mangeant.,IX-3 OPÉRA ÉCOUTER MANGER,alimentation
Nous gravons des disques en Espagne.,DISQUE ESPAGNE IX-1-PL GRAVER,lieux_villes
Le poisson rouge nage dans le bocal.,POISSON-ROUGE BOCAL NAGER,lieux_batiments
Nous avons poncé le bois.,IX-1-PL BOIS PONCER,famille
Les vélos de ville sont pratiques.,VÉLO+ VILLE PRATIQUE,meteo_nature
Ils ont assisté à un festival à Édimbourg.,ÉDIMBOURG FESTIVAL ASSISTER,lieux_villes
Les acteurs interprètent des personnages.,ACTEUR+ PERSONNAGE INTERPRETER,pluriels
Tu préfères la natation ou le vélo ?,IX-2 NATATION VÉLO PRÉFÉRER ?,loisirs_sport
Le gouvernement a annoncé des mesures économiques importantes.,GOUVERNEMENT MESURE ÉCONOMIQUE IMPORTANT ANNONCER,lieux_batiments
La banquière porte un tailleur élégant.,BANQUIÈRE TAILLEUR ÉLÉGANT,adjectifs_descriptifs
Nous sommes impatients de commencer l'entraînement.,ENTRAÎNEMENT COMMENCER IX-1-PL IMPATIENT,sentiments_emotions
Elle lit un livre pendant le goûter.,GOÛTER LIVRE IX-3 LIRE,heure_horaires
Tu étudies à l'école.,IX-2 ÉCOLE ÉTUDIER,phrases_simples
Tu as vu la dernière saison de cette série ?,IX-2 SÉRIE SAISON DERNIÈRE VOIR,courses_achats
Vous avez des gants en cuir.,IX-2-PL GANT CUIR,descriptions_personnes
"Il est jeune, pourtant il a beaucoup d'expérience.",IX-3 JEUNE MAIS EXPÉRIENCE,phrases_complexes_mais
Je vais au temple shintoïste.,TEMPLE SHINTOISTE ALLER,communication_interaction
Elle a médité dans un temple shinto à Kyoto.,IX-3 KYOTO TEMPLE SHINTO MÉDITER FINIR,lieux_villes
Votre hélicoptère est en maintenance.,POSS-2-PL HÉLICOPTÈRE MAINTENANCE,possessifs
Leurs classes sont bruyantes.,POSS-3-PL CLASSE+ BRUYANT,possessifs
Je vais à la synagogue avec mes amis.,AMI SYNAGOGUE ALLER,communication_interaction
Je médite pour me recentrer.,RECENTRER MEDITER,communication_interaction
Merci beaucoup pour tout.,TOUT MERCI BEAUCOUP,communication_interaction
Elle ne fait pas de sport en primaire.,IX-3 PRIMAIRE SPORT FAIRE PAS,negation_pas
Ils ne trouvent plus de livres en anglais.,IX-3-PL ANGLAIS LIVRE TROUVER PLUS,negation_autres
Nous lisons des livres de voyage.,LIVRE VOYAGE IX-1-PL LIRE,heure_horaires
"Oui, il est superbe.",SUPERBE,communication_interaction
"Bientôt, ils iront au cinéma pour voir le nouveau film d'action.",BIENTÔT IX-3-PL CINÉMA ALLER ACTION FILM NOUVEAU VOIR,temps_futur
Son album de musique est complet.,POSS-3 ALBUM MUSICIEN COMPLET,possessifs
Qui a gagné le concours ?,GAINER CONCOURS QUI,questions
On comprend bien.,IX-1-PL BIEN COMPRENDRE,vie_quotidienne
Ils ont gagné à la loterie mais ils ne sont pas contents.,IX-3-PL LOTERIE GAGNER MAIS IX-3-PL CONTENT PAS,phrases_complexes_mais
Nous avons téléchargé une application sur notre téléphone.,IX-1-PL POSS-1-PL TÉLÉPHONE APPLICATION TÉLÉCHARGER FINIR,technologie
"Il y a un an, j'ai eu un accident de voiture.",UN AN AVANT IX-1 VOITURE ACCIDENT AVOIR,temps_passe
Nous ne sortons jamais en ville.,IX-1-PL VILLE SORTIR JAMAIS,negations
Son cousin a une passion pour l'histoire maritime.,POSS-3 COUSIN PASSION HISTOIRE MARITIME,possessifs
Il fait chaud cependant les gens grelottent.,CHAUD MAIS PERSONNE GRELOTTER,phrases_complexes_mais
Tu as acheté des pizzas pour le voyage en bus ?,IX-2 PIZZA ACHETER VOYAGE BUS,transport
Ils adorent les jours de soleil.,IX-3-PL JOUR SOLEIL ADORER,temps_present_habitude
Je fais du judo trois fois par semaine.,SEMAINE 3 FOIS IX-1 JUDO FAIRE,heure_horaires
Ils s'entendent bien avec leurs voisins.,IX-3-PL VOISIN+ BIEN ENTENDRE,famille
Tu ne sens jamais l'odeur de la pluie.,IX-2 PLUIE ODEUR SENSER JAMAIS,negation_autres
Je médite dans le calme de l'église.,ÉGLISE CALME MÉDITER IX-1,lieux_batiments
"Hier soir, il a regardé un film.",HIER-SOIR IX-3 FILM REGARDER,temps
Il est facile d'ouvrir un compte en ligne.,COMPTE LIGNE OUVRIR FACILE,il_impersonnel_adjectif
Elles ne partagent pas leurs souvenirs.,IX-3-PL SOUVENIR PARTAGER PAS,negation_pas
Nous avons changé les tuiles du toit.,POSS-1-PL TOIT TUILE CHANGER,maison_logement
Ne coupez pas les arbres sans nécessité.,ARBRE COUPER NÉCESSITÉ PAS,ordres_imperatif
"Elle a oublié son portefeuille, donc elle ne peut pas payer.",IX-3 PORTEFEUILLE OUBLIER DONC IX-3 PAYER POUVOIR PAS,phrases_complexes
Vous avez un compte joint mais vous ne pouvez pas le gérer.,IX-2-PL COMPTE JOINT AVOIR MAIS IX-2-PL GÉRER POUVOIR PAS,phrases_complexes_mais
Il fait du kayak.,IX-3 KAYAK FAIRE,svo_simple
Elle lit toujours des guides touristiques.,TOUJOURS IX-3 GUIDE TOURISTIQUE LIRE,temps_present_habitude
Nous avons passé l'examen de mathématiques.,EXAMEN MATHÉMATIQUE+ PASSER,education
Qui a remporté le prix d'excellence ?,PRIX EXCELLENCE REMPORTER QUI,questions_qui_que
Le bus est à l'heure aujourd'hui.,BUS HEURE AUJOURD'HUI,heure_horaires
Je ne prends pas le bus aujourd'hui.,BUS PRENDRE AUJOURD'HUI PAS,alimentation
Ils ont une maladie chronique qui les empêche de faire du sport.,IX-3-PL MALADIE CHRONIQUE IX-3-PL SPORT+ FAIRE EMPÊCHER,sante
La maison où nous avons passé notre enfance est toujours là.,MAISON IX-1-PL PASSER ENFANCE LA,relative_qui_que
"Il a oublié son devoir, mais il l'a rendu à temps.",IX-3 OUBLIER DEVOIR MAIS IX-3 RENDRE TEMPS,phrases_complexes_mais
On a commandé des sushis pour le déjeuner.,IX-1-PL SUSHI+ DÉJEUNER COMMANDER,alimentation
Nous allons voir un spectacle de danse.,IX-1-PL SPECTACLE DANSE VOIR,voyages
Je suis stressé par les devoirs.,IX-1 STRESSÉ DEVOIR,adjectifs_etat_emotion
Elle a présenté son projet à la conférence de Bruxelles.,BRUXELLES CONFÉRENCE IX-3 PROJET PRÉSENTER,lieux_villes
Il arrose ses plantes.,IX-3 PLANTE+ ARROSER,phrases_simples
Le président est visionnaire.,PRÉSIDENT VISIONNAIRE,adjectifs_descriptifs
Nous avons passé l'examen de français.,EXAMEN FRANÇAIS PASSER,education
"Il y a deux ans, j'ai visité le musée de l'Homme.",DEUX AN AVANT IX-1 HOMME MUSÉE VISITER,temps_passe
Les moines chantent des psaumes sacrés.,MOINE+ PSAUME SACRÉ+ CHANTER,pluriels
Je prends mon cartable.,IX-1 POSS-1 CARTABLE PRENDRE,education
Le bateau est rapide.,BATEAU RAPIDE,adjectifs_descriptifs
Tu danses à la discothèque.,DISCOTHÈQUE IX-2 DANSER,lieux
Le magasin vend des échelles.,MAGASIN ÉCHELLE VENDRE,courses_achats
Portez des toasts aux absents.,TOAST PORTER ABSENT,ordres_imperatif
Fais tes devoirs avant de regarder la télé.,DEVOIR FAIRE TÉLÉ REGARDER AVANT,ordres_imperatif
Nous avons des disques de jazz.,DISQUE+ JAZZ AVOIR,pluriels
"Lorsque les banques prêtent facilement, les entreprises se développent.",BANQUE PRÊTER FACILEMENT QUAND ENTREPRISE DÉVELOPPER,phrases_complexes_si_condition
Je prends le taxi pour aller à la plage.,IX-1 TAXI PRENDRE PLAGE ALLER,temps_present_habitude
Nous allons danser à Rio pendant le Carnaval.,CARNAVAL RIO DANCER IX-1-PL ALLER,lieux_villes
Le lit est défait.,LIT DÉFAIRE,adjectifs_descriptifs
"Non, je ne l'ai pas vu.",NON IX-1 PAS VOIR,communication_interaction
Vous passez l'aspirateur dans toutes les pièces.,IX-2-PL TOUTE PIÈCE+ ASPIRATEUR PASSER,pronoms_vous_ils
Danse comme si personne ne te regardait !,DANSE PERSONNE REGARDER COMME,ordres_imperatif
Tu as lu le Livre des Morts récemment ?,LIVRE DES MORTS LIRE RECENT,communication_interaction
Tes grands-parents ont adoré les plages de la Côte d'Azur.,POSS-2 GRAND-PARENT+ CÔTE AZUR PLAGE AIMER,famille
"Si je reçois une subvention, je développerai mon entreprise.",IX-1 SUBVENTION RECEVOIR SI ENTREPRISE DÉVELOPPER,phrases_complexes_si_condition
Tu es inquiet pour ta santé.,SANTÉ IX-2 INQUIÈTE,sentiments_emotions
Combien de temps il te faut pour aller au travail ?,TEMPS TRAVAIL ALLER IX-2 COMBIEN,questions
Le gymnase est équipé de matériel moderne.,GYMNASE MATÉRIEL MODERNE ÊTRE,education
Le printemps arrive et les champs se couvrent de verdure.,PRINTEMPS ARRIVER CHAMP VERDURE SE COUVRIR,phrases_complexes_et
Ils ont perdu leur porte-monnaie à Rome.,PORTE-MONNAIE PERDRE IX-3-PL ROME,lieux_villes
Ils jardinent dans leur jardin.,IX-3-PL JARDIN JARDINER,phrases_simples
J'ai acheté neuf kilos de nourriture pour les oiseaux.,IX-1 OISEAU NOURRITURE 9 KILO ACHETER,nombres_quantites
"Bientôt, il regardera le film en version originale.",BIENTÔT IX-3 FILM VERSION ORIGINALE REGARDER,temps_futur
Tu as déjà utilisé une application de voyage ?,IX-2 DÉJÀ APPLICATION VOYAGE UTILISER ?,voyages
Quand commence le film ?,FILM COMMENCER QUAND,questions
"Si vous avez besoin d'un taxi, je vous aide.",IX-2-PL TAXI BESOIN AVOIR SI IX-1 AIDER,phrases_complexes_si_condition
Elle est surprise de trouver un nouveau bourgeon.,IX-3 SURPRISE NOUVEAU BOURGEON TROUVER,sentiments_emotions
"Il y a trois semaines, tu as fait du ski.",TROIS SEMAINE AVANT IX-2 SKI FAIRE,temps_passe
"Si tu veux, on peut créer un jardin zen.",IX-2 VOULOIR SI IX-1-PL JARDIN ZEN CRÉER,phrases_complexes_si_condition
Tu médites en silence mais tu ne fermes pas les yeux.,IX-2 MÉDITER SILENCE MAIS PAS FERMER YEUX,phrases_complexes_mais
Tu es tellement en colère après cette défaite.,DÉFAITE IX-2 TELLEMENT COLÈRE,sentiments_emotions
L'auberge près de l'aéroport est très propre.,AUBERGE AÉROPORT PRÈS PROPRE VRAIMENT,lieux_batiments
Nous avons un déficit budgétaire ce mois-ci.,IX-1-PL BUDGET DÉFICIT MOIS-CI AVOIR,travail
"Vous avez un permis de conduire, pourtant vous ne conduisez jamais.",PERMIS POSS-2-PL MAIS CONDUIRE JAMAIS,phrases_complexes_mais
Vous avez des jouets dans le salon.,IX-2-PL SALON JOUET+ AVOIR,lieux_batiments
Il a rangé les vêtements dans l'armoire.,IX-3 VÊTEMENT+ RANGER ARMOIRE DANS,sante
Vous pouvez choisir votre équipe.,EQUIPE CHOISIR IX-2-PL POUVOIR,verbes_modaux
Vous avez des colliers pour les perroquets ?,IX-2-PL PERROQUET+ COLLIER+ AVOIR,courses_achats
Vous mangez des pâtes.,IX-2-PL PÂTE+ MANGER,phrases_simples
Le collège est plus grand que l'école élémentaire.,COLLEGE GRAND+ ECOLE ELEMENTAIRE PAS,lieux_batiments
"Il y a trois semaines, vous avez participé à un tournoi de bridge.",TROIS SEMAINE AVANT IX-2-PL TOURNOI BRIDGE PARTICIPER,temps_passe
Tu as trouvé des vêtements pas chers ?,IX-2 VÊTEMENT PAS CHER TROUVER ?,courses_achats
Il est inutile de gaspiller l'eau.,EAU GASPILLER INUTILE,il_impersonnel_adjectif
Elle a une douleur au bras.,IX-3 BRAS DOULEUR AVOIR,sante
Il ne sauvegarde pas ses fichiers.,IX-3 FICHIER SAUVEGARDER PAS,negation_pas
"La semaine prochaine, tu configureras ton routeur.",SEMAINE PROCHAIN IX-2 ROUTEUR CONFIGURER,temps_futur
"La semaine dernière, nous avons pris un bus touristique.",SEMAINE DERNIÈRE IX-1-PL BUS TOURISTIQUE PRENDRE,temps_passe
Elle utilise un bracelet connecté.,IX-3 BRACELET CONNECTÉ UTILISER,technologie
Il a un test sur les antibiotiques.,TEST ANTIBIOTIQUE+ AVOIR IX-3,education
Elle ne parle plus à son éditeur.,IX-3 ÉDITEUR PARLER PLUS,negation_autres
Qui a poncé la table ?,TABLE PONCER QUI,questions_qui_que
Notre scie est rouillée.,POSS-1-PL SCIE ROUILLER,possessifs
Ils ont partagé leurs expériences sur les traitements alternatifs.,IX-3-PL EXPÉRIENCE PARTAGER TRAITEMENT ALTERNATIF,pronoms_vous_ils
Tu regardes les interviews des politiciens.,IX-2 INTERVIEW POLITICIEN REGARDER,svo_simple
Il a participé à un triathlon le mois dernier.,MOIS DERNIER IX-3 TRIATHLON PARTICIPER,transport
Nous avons acheté des fruits frais au marché ce matin.,IX-1-PL FRUIT FRAIS MARCHÉ MATIN ACHETER,alimentation
Où est le stationnement pour les voitures ?,STATIONNEMENT VOITURE OÙ ?,transport
Nous ne chantons pas de chansons.,IX-1-PL CHANSON CHANTER PAS,negation_pas
"Quand il fait froid, je mets un pull.",FROID QUAND IX-1 PULL METTRE,phrases_complexes_si_condition
Ils regardent un film à la maison.,IX-3-PL MAISON FILM REGARDER,lieux_batiments
J'ai un compte en banque mais je n'ai pas de carte.,IX-1 COMPTE BANQUE MAIS PAS CARTE,phrases_complexes_mais
Il faut protéger l'environnement.,ENVIRONNEMENT PROTÉGER FAUT,il_impersonnel_verbe
Vous écoutez de la radio.,IX-2-PL RADIO ÉCOUTER,phrases_simples
"Bientôt, tu vas apprendre à jouer du piano.",BIENTÔT IX-2 PIANO JOUER APPRENDRE,temps_futur
Nous avons appris à créer des réseaux sociaux.,RÉSEAU SOCIAL CRÉER APPRENDRE IX-1-PL,education
Il a signé le contrat hier.,IX-3 HIER CONTRAT SIGNER,travail
Tu as l'air fatigué.,IX-2 FATIGUE AVOIR AIR,communication_interaction
Elle achète du ruban adhésif.,IX-3 RUBAN ADHÉSIF ACHETER,courses_achats
Qui a imprimé ces documents ?,DOCUMENT IMPRIMER QUI,questions_qui_que
Quel est ton plat préféré pour les fêtes de fin d'année ?,POSS-2 FÊTE FIN ANNÉE PLAT PRÉFÉRÉ QUOI,questions_qui_que
Tu as déjà utilisé un logiciel de montage vidéo ?,LOGICIEL MONTAGE VIDÉO IX-2 UTILISER,transport
La plage ensoleillée est belle.,PLAGE ENSOLEILLE BELLE,adjectifs
Elle ne lit plus de romans.,IX-3 ROMAN+ LIRE PLUS,negations
La personne qui danse est ma sœur.,PERSONNE DANCER POSS-1 SŒUR,relative_qui_que
Je dois acheter un billet pour l'exposition.,BILLET EXPOSITION ACHETER IX-1 DEVOIR,verbes_modaux
Elles font du tai-chi dans le parc.,PARC TAI-CHI FAIRE IX-3-PL,pronoms_vous_ils
Nous allons faire du vélo à Prague.,PRAGUE IX-1-PL VÉLO FAIRE,lieux_villes
Qui a enlevé les clous ?,CLOU ENLEVER QUI,questions_qui_que
Il est agréable de lire un livre en écoutant de la musique.,LIVRE LIRE MUSIQUE ÉCOUTER AGRÉABLE,il_impersonnel_adjectif
"Si je vends ma voiture, je pourrai acheter une maison.",IX-1 VOITURE VENDRE SI MAISON ACHETER POUVOIR,phrases_complexes_si_condition
Que fais-tu avec ton argent de poche ?,ARGENT POCHE IX-2 FAIRE QUOI,questions_qui_que
Ne fais pas de feu en forêt.,FEU FORÊT FAIRE PAS,ordres_imperatif
Elle lit un conte pour enfants.,IX-3 CONTE ENFANT LIRE,animaux
Nous allons à Barcelone pour la Fête de la Mercè.,FÊTE MERCÈ BARCELONE IX-1-PL ALLER,lieux_villes
Tu as déjà essayé le kitesurf ?,IX-2 KITESURF ESSAYER ?,loisirs_sport
Le train est moins rapide que l'avion.,TRAIN AVION MOINS RAPIDE,comparaisons
Il a mangé un sandwich en attendant le tram.,IX-3 SANDWICH MANGER TRAM ATTENDRE,alimentation
"Elle a vu le film en avant-première, cependant elle n'a pas aimé l'intrigue.",FILM AVANT-PREMIÈRE VOIR MAIS INTRIGUE AIMER PAS,phrases_complexes_mais
"Si tu veux installer des spots halogènes, fais appel à un électricien.",IX-2 SPOT HALOGÈNE INSTALLER VOULOIR SI ÉLECTRICIEN APPELER,phrases_complexes_si_condition
Je vais à la salle de sport trois fois par semaine.,SEMAINE TROIS FOIS SPORT SALLE IX-1 ALLER,education
Vous vous dépêchez pour le concert.,IX-2-PL CONCERT DÉPECHER,verbes_reflechis
Vous faites souvent du surf.,SOUVENT IX-2-PL SURF FAIRE,temps_present_habitude
Nous collons les morceaux de la chaise cassée.,CHAISE CASSÉE MORCEAUX COLLER IX-1-PL,voyages
La bataille de Waterloo s'est déroulée en 1815.,1815 BATAILLE WATERLOO DÉROULER,heure_horaires
"Demain, tu verras des crocodiles.",DEMAIN IX-2 CROCODILE VOIR,temps_futur
"Il y a trois semaines, tu as conduit une voiture de course.",TROIS SEMAINE AVANT IX-2 VOITURE COURSE CONDUIRE,temps_passe
Le kangourou porte son bébé dans une poche.,KANGOUROU BÉBÉ POCHE PORTER,animaux
Il est extrêmement préoccupé par la crise économique.,IX-3 PRÉOCCUPÉ EXTRÊME CRISE ÉCONOMIQUE,adjectifs_etat_emotion
Célébrez ce jour spécial.,JOUR CÉLÉBRER SPÉCIAL,ordres_imperatif
Il faut faire des exercices de cardio.,CARDIO EXERCICE FAIRE FALLOIR,verbes_modaux
Je passe la serpillière dans la cuisine.,IX-1 CUISINE SERPILLIÈRE PASSER,maison_logement
Vous ne connaissez pas le camion.,IX-2-PL CAMION CONNAITRE PAS,negation_pas
Les élèves ont une heure de français.,ELEVE+ 1 HEURE FRANCAIS AVOIR,heure_horaires
Les séries que je regarde sont souvent tristes.,SÉRIE+ IX-1 REGARDER SOUVENT TRISTE,meteo_nature
J'ai prié trois fois aujourd'hui.,IX-1 PRIER 3 FOIS AUJOURD'HUI,nombres_quantites
Je ne comprends pas le fonctionnement du métro.,IX-1 METRO FONCTIONNEMENT COMPRENDRE PAS,negation_pas
"Quand tu as fini de travailler, nous pouvons aller au cinéma.",IX-2 TRAVAILLER FINIR QUAND IX-1-PL CINÉMA ALLER POUVOIR,phrases_complexes
Où est-ce que tu as acheté ce pull ?,PULL ACHETER IX-2 OÙ,questions
Il ne fait pas de course en ligne.,IX-3 LIGNE COURSE FAIRE PAS,negation_pas
Nous avons vu un film hier.,HIER IX-1-PL FILM VOIR,vie_quotidienne
"Si tu as perdu ton passeport, va à la police.",IX-2 PASSEPORT PERDRE SI POLICE ALLER,phrases_complexes_si_condition
"Demain, je dégusterai un jus.",DEMAIN IX-1 JUS DÉGUSTER,temps_futur
"Si tu veux peindre la porte, je t'achète de la peinture.",IX-2 PEINTURE VOULOIR SI IX-1 ACHETER POUVOIR,phrases_complexes_si_condition
Je vous présente mes sincères condoléances.,PRESENTER CONDOLEANCES SINCERE,communication_interaction
"Tu peux me passer le casque, s'il te plaît ?",IX-2 IX-1 CASQUE PASSER,technologie
Tu as vu la nouvelle maison de Marie ?,IX-2 MARIE MAISON NOUVELLE VOIR QUESTION,vie_quotidienne
Il est difficile de conduire dans le brouillard.,BROUILLARD CONDUIRE DIFFICILE,il_impersonnel_adjectif
Tu ne cultives jamais de légumes.,IX-2 LEGUME CULTIVER JAMAIS,negation_autres
"Je n'aime pas les sciences, car c'est compliqué.",IX-1 SCIENCE AIMER PAS CAR COMPLIQUÉ,cause_consequence
Offrez des cadeaux à vos proches.,CADEAU OFFRIR PROCHE,ordres_imperatif
Les ours hibernent l'hiver.,OURS HIVER HIBERNER,animaux
Respectez les animaux sauvages.,ANIMAL SAUVAGE RESPECTER,ordres_imperatif
Je vais faire du vélo à 8 heures demain.,DEMAIN 8 HEURE VÉLO IX-1 FAIRE,heure_horaires
L'ordinateur qui est sur le bureau est neuf.,ORDINATEUR BUREAU NOUVEAU,relative_qui_que
Vous devriez vermifuger votre chien.,IX-2-PL CHIEN VERMIFUGER DEVOIR,animaux
Nous avons des histoires et vous les lisez.,IX-1-PL HISTOIRE AVOIR IX-2-PL LIRE,phrases_complexes_et
Il a traduit un livre du chinois au français.,IX-3 LIVRE CHINOIS FRANÇAIS TRADUIRE,lieux_villes
"Il a oublié son portefeuille, alors il n'a pas pu payer.",IX-3 PORTEFEUILLE OUBLIER DONC PAYER PAS POUVOIR,cause_consequence
Les premiers ordinateurs personnels coûtaient très cher.,ORDINATEUR PERSONNEL CHER COÛTER,technologie
Croyez-vous en la force spirituelle ?,FORCE SPIRITUELLE IX-2-PL CROIRE ?,questions_fermees
Il faut comparer les offres avant d'acheter.,OFFRE COMPARER ACHETER FAUT,il_impersonnel_verbe
"Plus tard, tu feras tes devoirs.",PLUS TARD IX-2 DEVOIR+ FAIRE,temps
Il ne prend pas de sieste.,IX-3 SIESTE PRENDRE PAS,negation_pas
Ce taxi est moins cher que celui d'hier.,TAXI HIER MOINS CHER,comparaisons
Il est dangereux de perturber les rituels.,RITUEL PERTURBER DANGER,il_impersonnel_adjectif
Le film est trop long.,FILM TROP LONG,adjectifs_descriptifs
Elle ne connaît aucun détail sur cette période historique.,IX-3 PERIODE HISTOIRE DETAIL CONNAITRE AUCUN,negation_autres
Elle feuillette un magazine.,IX-3 MAGAZINE FEUILLETER,svo_simple
Nous avons rencontré des collègues et nous avons discuté de travail.,IX-1-PL COLLÈGUE+ RENCONTRER | TRAVAIL DISCUTER,phrases_complexes
Nous nous asseyons pour observer les insectes dans le jardin.,IX-1-PL ASSEOIR OBSERVER INSECTE JARDIN,verbes_reflechis
Votre bureau est spacieux et lumineux.,IX-2-PL BUREAU SPACIEUX LUMINEUX,adjectifs_descriptifs
Tu as mal à la main ?,IX-2 MAIN MAL ?,questions_fermees
Ils adorent les jeux de société en famille.,IX-3-PL ADORER JEU+ SOCIÉTÉ FAMILLE,pronoms_vous_ils
Tu as conduit jusqu’à Paris ?,IX-2 PARIS CONDUIRE,maison_logement
Nous avons réservé un restaurant mais il était fermé.,IX-1-PL RÉSERVER RESTAURANT MAIS FERMÉ,phrases_complexes_mais
Est-ce que tu as un bureau en bois de noyer indien ?,IX-2 BUREAU BOIS-DE-NOYER-INDIEN ?,questions_fermees
Il a une allergie aux pénicillines.,IX-3 ALLERGIE PÉNICILLINE+ AVOIR,sante
Comment tu as trouvé cette information ?,INFORMATION TROUVER IX-2 COMMENT,questions
Tu as comparé les prix des cartes graphiques ?,IX-2 CARTE GRAPHIQUE PRIX COMPARER,courses_achats
Tu dois comprendre les frais bancaires.,FRAIS BANCAIRE IX-2 COMPRENDRE DEVOIR,verbes_modaux
Ils veulent gagner le tournoi.,TOURNOI GAGNER IX-3-PL VOULOIR,verbes_modaux
Tu as goûté une tarte aux fruits ?,IX-2 TARTE FRUIT+ GOÛTER ?,alimentation
Nous avons regardé une démonstration de cuisine en direct.,IX-1-PL DIRECT DÉMONSTRATION CUISINE REGARDER,technologie
Elles ont exprimé leur soutien à la médecine intégrative.,IX-3-PL MÉDECINE INTÉGRATIVE SOUTENIR EXPRIMER,pronoms_vous_ils
Tu as un nouveau téléphone ?,IX-2 TÉLÉPHONE NOUVEAU ?,technologie
Je vous souhaite une bonne année.,BONNE ANNÉE SOUHAITER,communication_interaction
Mon train arrive à 14h30.,POSS-1 TRAIN 14H30 ARRIVER,possessifs
"L'année prochaine, nous irons en voyage scolaire.",ANNÉE PROCHAINE IX-1-PL VOYAGE SCOLAIRE ALLER,temps_futur
La ville où ils se sont mariés est pittoresque.,VILLE IX-3-PL MARIER PITTORESQUE,relative_qui_que
Vous cherchez un emploi.,IX-2-PL EMPLOI CHERCHER,travail
Il est possible de préparer une salade sans tomates.,SALADE TOMATE SANS PREPARER POSSIBLE,il_impersonnel_adjectif
Tu as déjà vu les aurores boréales en Norvège ?,NORVÈGE AURORE BORÉALE VISITER ?,lieux_villes
Elle a retiré de l'argent au distributeur à Nice.,ARGENT RETIRER IX-3 DISTRIBUTEUR NICE,lieux_villes
Je veux cinq bonbons.,IX-1 BONBON 5 VOULOIR,nombres_quantites
Ils sont enthousiastes pour la décoration.,IX-3-PL ENTHOUSIASTE DÉCORATION,adjectifs_etat_emotion
"Lorsque vous visitez un parc, respectez la nature.",PARC VISITER QUAND IX-2-PL NATURE RESPECTER,phrases_complexes_si_condition
Nous avons célébré l'anniversaire de l'entreprise avec nos collègues.,IX-1-PL ENTREPRISE ANNIVERSAIRE COLLÈGUE+ CÉLÉBRER,travail
"La dernière fois, ils ont fait du kayak.",DERNIÈRE FOIS IX-3-PL KAYAK FAIRE,temps_passe
Nous avons une réunion de crise.,IX-1-PL RÉUNION CRISE,travail
Les feuilles changent de couleur et les arbres deviennent nus.,FEUILLE COULEUR CHANGER ARBRE DEVENIR NU,phrases_complexes_et
Nous avons configuré notre nouveau routeur Wi-Fi.,IX-1-PL ROUTEUR WIFI NOUVEAU CONFIGURER,pronoms_on_nous
Elle adore les cadeaux de Noël.,IX-3 ADORER CADEAU+ NOËL,lieux_batiments
Tu as reçu le message concernant les lions ?,IX-2 LION MESSAGE RECEVOIR ?,technologie
Le vent a cassé une branche de l'arbre.,VENT BRANCHE ARBRE CASSER,meteo_nature
Les éléphants barrissent dans la savane.,SAVANE ÉLÉPHANT+ BARRIR,animaux
Nous plantons des arbres et nous protégeons la biodiversité.,IX-1-PL ARBRE PLANTER BIODIVERSITÉ PROTÉGER,phrases_complexes_et
Notre table est en verre.,POSS-1-PL TABLE VERRE,possessifs
Elle a oublié son téléphone et elle doit retourner à la maison.,IX-3 TÉLÉPHONE OUBLIER | MAISON RETOURNER DEVOIR,phrases_complexes
